alist-encrypt  | 2026-06-05T07:13:52 [req-c12d4e] [api:/auth] [request] POST /api/auth/login status=200 bytes=238 duration=2.617514ms
alist-encrypt  | 2026-06-05T07:16:16+08:00 INF Normalized V2 playback sizes ciphertext_size=1990866734 client_range=bytes=1989201217- file_size_after=1990866702 file_size_before=1990866702 header_len=32 plaintext_size=1990866702 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/b9d880f7292e4fd2b362ca01409aec82086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0o5V%2BYO0--v.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231616Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlQyrgyGl9tQfyKK6FkFLCYOPoB1zpeDU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=52fe5b58597217f20cece611b556b7bf252fedb819c725da12dfac1747e61d67 upstream_content_range="bytes 1989201249-1990866733/1990866734"
alist-encrypt  | 2026-06-05T07:16:17+08:00 ERR Error streaming decrypted content error="write tcp 172.18.0.10:5344->192.168.1.7:53436: write: broken pipe"
alist-encrypt  | 2026-06-05T07:16:17+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:17+08:00 ERR WebDAV GET decryption failed error="write tcp 172.18.0.10:5344->192.168.1.7:53436: write: broken pipe" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4"
alist-encrypt  | 2026-06-05T07:16:17 [req-75adfc] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=200 bytes=9129952 duration=3.728306424s
alist-encrypt  | 2026-06-05T07:16:17 [req-b4cdc1] [list:/] [list] Handling fs list for path: /
alist-encrypt  | 2026-06-05T07:16:17 [req-b4cdc1] [list:/] [request] POST /api/fs/list status=200 bytes=73 duration=6.464935ms
alist-encrypt  | 2026-06-05T07:16:17 [req-6cf3df] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=206 bytes=1665485 duration=1.664499884s
alist-encrypt  | 2026-06-05T07:16:17 [req-293e14] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:17 [req-293e14] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:17 [req-293e14] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:17 [req-293e14] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:16:17 [req-293e14] [移动云盘156:/encrypt] [propfind] Timings upstream=3.43278ms parse=2.451928ms decrypt=72.583µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:16:17 [req-293e14] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=207 bytes=581 duration=6.080502ms
alist-encrypt  | 2026-06-05T07:16:17 [req-d51fee] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:17 [req-d51fee] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:16:17 [req-d51fee] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:17 [req-d51fee] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:17 [req-d51fee] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=49)
alist-encrypt  | 2026-06-05T07:16:17 [req-d51fee] [移动云盘156:/encrypt] [webdav-get] File size: 1990866734, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:17 [req-d51fee] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:16:17+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=1990866734 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" plaintext_size=1990866702 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:17+08:00 INF Normalized V2 playback sizes ciphertext_size=1990866734 client_range=bytes=1990866702- file_size_after=1990866702 file_size_before=1990866702 header_len=32 plaintext_size=1990866702 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/b9d880f7292e4fd2b362ca01409aec82086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0o5V%2BYO0--v.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231617Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlQyrgyGl9tQfyKK6FkFLCYOPoB1zpeDU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=23d75bcfeba887130b20a40a15224b32073a5c52bb28499e9147fa9180752940 upstream_content_range=
alist-encrypt  | 2026-06-05T07:16:18+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=range_invalid fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range=bytes=1990866702- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:18 [req-d51fee] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=502 bytes=32 duration=1.125685094s
alist-encrypt  | 2026-06-05T07:16:18+08:00 ERR WebDAV GET decryption failed error="requested range not satisfiable, file size: 1990866702" failure=range_invalid path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4"
alist-encrypt  | 2026-06-05T07:16:19 [req-ac1e69] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:19 [req-ac1e69] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:19 [req-ac1e69] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:19 [req-ac1e69] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:16:19 [req-ac1e69] [移动云盘156:/encrypt] [propfind] Timings upstream=4.278178ms parse=3.039708ms decrypt=75.094µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:16:19 [req-ac1e69] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=207 bytes=581 duration=7.541779ms
alist-encrypt  | 2026-06-05T07:16:19 [req-1d1be0] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:19 [req-1d1be0] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:16:19 [req-1d1be0] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:19 [req-1d1be0] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:19 [req-1d1be0] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=50)
alist-encrypt  | 2026-06-05T07:16:19 [req-1d1be0] [移动云盘156:/encrypt] [webdav-get] File size: 1990866734, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:19 [req-1d1be0] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:16:20+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=1990866734 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" plaintext_size=1990866702 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:20+08:00 INF Normalized V2 playback sizes ciphertext_size=1990866734 client_range=bytes=1990866702- file_size_after=1990866702 file_size_before=1990866702 header_len=32 plaintext_size=1990866702 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/b9d880f7292e4fd2b362ca01409aec82086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0o5V%2BYO0--v.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231620Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlQyrgyGl9tQfyKK6FkFLCYOPoB1zpeDU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=3177260e16fe3f253d299cc1160c95c0ab8f588d781c50e3b042defb6843d6d1 upstream_content_range=
alist-encrypt  | 2026-06-05T07:16:21+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=range_invalid fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range=bytes=1990866702- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:21+08:00 ERR WebDAV GET decryption failed error="requested range not satisfiable, file size: 1990866702" failure=range_invalid path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4"
alist-encrypt  | 2026-06-05T07:16:21 [req-1d1be0] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=502 bytes=32 duration=1.195088877s
alist-encrypt  | 2026-06-05T07:16:24 [req-91c050] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:24 [req-91c050] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:24 [req-91c050] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:24 [req-91c050] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:16:24 [req-91c050] [移动云盘156:/encrypt] [propfind] Timings upstream=4.389361ms parse=3.415981ms decrypt=82.897µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:16:24 [req-91c050] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=207 bytes=581 duration=8.0556ms
alist-encrypt  | 2026-06-05T07:16:24 [req-178bc2] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:24 [req-178bc2] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:16:24 [req-178bc2] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:24 [req-178bc2] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:24 [req-178bc2] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=51)
alist-encrypt  | 2026-06-05T07:16:24 [req-178bc2] [移动云盘156:/encrypt] [webdav-get] File size: 1990866734, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:24 [req-178bc2] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:16:24+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=1990866734 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" plaintext_size=1990866702 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:24+08:00 INF Normalized V2 playback sizes ciphertext_size=1990866734 client_range=bytes=1990866702- file_size_after=1990866702 file_size_before=1990866702 header_len=32 plaintext_size=1990866702 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/b9d880f7292e4fd2b362ca01409aec82086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0o5V%2BYO0--v.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231624Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlQyrgyGl9tQfyKK6FkFLCYOPoB1zpeDU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=fa0d92e133afc4a71b1ed375f93e2f9d4f1d57444a6fb9cf301147c4cac654a6 upstream_content_range=
alist-encrypt  | 2026-06-05T07:16:25 [req-178bc2] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=502 bytes=32 duration=1.216390175s
alist-encrypt  | 2026-06-05T07:16:25+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=range_invalid fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range=bytes=1990866702- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:25+08:00 ERR WebDAV GET decryption failed error="requested range not satisfiable, file size: 1990866702" failure=range_invalid path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4"
alist-encrypt  | 2026-06-05T07:16:32 [req-5e7257] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:32 [req-5e7257] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:32 [req-5e7257] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:32 [req-5e7257] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:16:32 [req-5e7257] [移动云盘156:/encrypt] [propfind] Timings upstream=4.126021ms parse=2.869543ms decrypt=75.853µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:16:32 [req-5e7257] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=207 bytes=581 duration=7.220839ms
alist-encrypt  | 2026-06-05T07:16:32 [req-bcc6b8] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:32 [req-bcc6b8] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:16:32 [req-bcc6b8] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:32 [req-bcc6b8] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:32 [req-bcc6b8] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=52)
alist-encrypt  | 2026-06-05T07:16:32 [req-bcc6b8] [移动云盘156:/encrypt] [webdav-get] File size: 1990866734, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:32 [req-bcc6b8] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:16:32+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=1990866734 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" plaintext_size=1990866702 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:32+08:00 INF Normalized V2 playback sizes ciphertext_size=1990866734 client_range=bytes=1990866702- file_size_after=1990866702 file_size_before=1990866702 header_len=32 plaintext_size=1990866702 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/b9d880f7292e4fd2b362ca01409aec82086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0o5V%2BYO0--v.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231632Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlQyrgyGl9tQfyKK6FkFLCYOPoB1zpeDU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=f222ffa7626357fb0052b9635052f804ae7836ef2262f7ce15fb65887e703ca1 upstream_content_range=
alist-encrypt  | 2026-06-05T07:16:33+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=range_invalid fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range=bytes=1990866702- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:33+08:00 ERR WebDAV GET decryption failed error="requested range not satisfiable, file size: 1990866702" failure=range_invalid path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4"
alist-encrypt  | 2026-06-05T07:16:33 [req-bcc6b8] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=502 bytes=32 duration=1.174821943s
alist-encrypt  | 2026-06-05T07:16:33 [req-abf85e] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:33 [req-abf85e] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:33 [req-abf85e] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:33 [req-abf85e] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:16:33 [req-abf85e] [移动云盘156:/encrypt] [propfind] Timings upstream=1.535378ms parse=1.213858ms decrypt=33.21µs entries=1 bytes=581
